mode,step,epoch,metrics
val,step=7812,epoch=252,loss=0.485655 loss_rec=0.485655 loss_eq=0.000000 acc/pixel_acc=0.861728 acc/mean_pixel_acc=0.784714 acc/iou=0.673100 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7843,epoch=253,loss=0.500890 loss_rec=0.500890 loss_eq=0.000000 acc/pixel_acc=0.864396 acc/mean_pixel_acc=0.783229 acc/iou=0.679896 best_acc/pixel_acc=0.868435 best_acc/mean_pixel_acc=0.795526 best_acc/iou=0.683326
val,step=7874,epoch=254,loss=0.455618 loss_rec=0.455618 loss_eq=0.000000 acc/pixel_acc=0.869193 acc/mean_pixel_acc=0.796681 acc/iou=0.690389 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
train,step=7900,epoch=255,loss=0.153740 loss_rec=0.144058 loss_eq=0.193623 acc/pixel_acc=0.943120 acc/mean_pixel_acc=0.927404 acc/iou=0.868679
val,step=7905,epoch=255,loss=0.468270 loss_rec=0.468270 loss_eq=0.000000 acc/pixel_acc=0.864782 acc/mean_pixel_acc=0.785742 acc/iou=0.679586 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
val,step=7936,epoch=256,loss=0.454211 loss_rec=0.454211 loss_eq=0.000000 acc/pixel_acc=0.866738 acc/mean_pixel_acc=0.776269 acc/iou=0.670875 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
val,step=7967,epoch=257,loss=0.429694 loss_rec=0.429694 loss_eq=0.000000 acc/pixel_acc=0.865050 acc/mean_pixel_acc=0.773179 acc/iou=0.676531 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
val,step=7998,epoch=258,loss=0.449606 loss_rec=0.449606 loss_eq=0.000000 acc/pixel_acc=0.858509 acc/mean_pixel_acc=0.740842 acc/iou=0.655695 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
train,step=8000,epoch=259,loss=0.187720 loss_rec=0.177772 loss_eq=0.198966 acc/pixel_acc=0.938673 acc/mean_pixel_acc=0.901080 acc/iou=0.851039
val,step=8029,epoch=259,loss=0.464935 loss_rec=0.464935 loss_eq=0.000000 acc/pixel_acc=0.862440 acc/mean_pixel_acc=0.759166 acc/iou=0.663504 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
val,step=8060,epoch=260,loss=0.432247 loss_rec=0.432247 loss_eq=0.000000 acc/pixel_acc=0.866557 acc/mean_pixel_acc=0.781345 acc/iou=0.679272 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
val,step=8091,epoch=261,loss=0.436999 loss_rec=0.436999 loss_eq=0.000000 acc/pixel_acc=0.868582 acc/mean_pixel_acc=0.780756 acc/iou=0.680996 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
train,step=8100,epoch=262,loss=0.177108 loss_rec=0.167046 loss_eq=0.201245 acc/pixel_acc=0.943155 acc/mean_pixel_acc=0.927314 acc/iou=0.868048
val,step=8122,epoch=262,loss=0.446308 loss_rec=0.446308 loss_eq=0.000000 acc/pixel_acc=0.867189 acc/mean_pixel_acc=0.773330 acc/iou=0.679295 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
val,step=8153,epoch=263,loss=0.439817 loss_rec=0.439817 loss_eq=0.000000 acc/pixel_acc=0.867299 acc/mean_pixel_acc=0.786088 acc/iou=0.681530 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
val,step=8184,epoch=264,loss=0.435134 loss_rec=0.435134 loss_eq=0.000000 acc/pixel_acc=0.868256 acc/mean_pixel_acc=0.778118 acc/iou=0.677087 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
train,step=8200,epoch=265,loss=0.173354 loss_rec=0.163568 loss_eq=0.195716 acc/pixel_acc=0.944498 acc/mean_pixel_acc=0.927459 acc/iou=0.868493
val,step=8215,epoch=265,loss=0.431459 loss_rec=0.431459 loss_eq=0.000000 acc/pixel_acc=0.867500 acc/mean_pixel_acc=0.779491 acc/iou=0.689128 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.690389
val,step=8246,epoch=266,loss=0.472949 loss_rec=0.472949 loss_eq=0.000000 acc/pixel_acc=0.867445 acc/mean_pixel_acc=0.789032 acc/iou=0.693398 best_acc/pixel_acc=0.869193 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.693398
val,step=8277,epoch=267,loss=0.431803 loss_rec=0.431803 loss_eq=0.000000 acc/pixel_acc=0.869230 acc/mean_pixel_acc=0.789382 acc/iou=0.694823 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=8300,epoch=268,loss=0.186258 loss_rec=0.175293 loss_eq=0.219286 acc/pixel_acc=0.943875 acc/mean_pixel_acc=0.925475 acc/iou=0.868498
val,step=8308,epoch=268,loss=0.477793 loss_rec=0.477793 loss_eq=0.000000 acc/pixel_acc=0.867706 acc/mean_pixel_acc=0.781318 acc/iou=0.692385 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8339,epoch=269,loss=0.470652 loss_rec=0.470652 loss_eq=0.000000 acc/pixel_acc=0.866643 acc/mean_pixel_acc=0.772508 acc/iou=0.679686 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8370,epoch=270,loss=0.462737 loss_rec=0.462737 loss_eq=0.000000 acc/pixel_acc=0.866117 acc/mean_pixel_acc=0.767168 acc/iou=0.670474 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=8400,epoch=271,loss=0.189530 loss_rec=0.179321 loss_eq=0.204189 acc/pixel_acc=0.943941 acc/mean_pixel_acc=0.926876 acc/iou=0.869490
val,step=8401,epoch=271,loss=0.464668 loss_rec=0.464668 loss_eq=0.000000 acc/pixel_acc=0.866027 acc/mean_pixel_acc=0.776584 acc/iou=0.678749 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8432,epoch=272,loss=0.482102 loss_rec=0.482102 loss_eq=0.000000 acc/pixel_acc=0.868214 acc/mean_pixel_acc=0.791060 acc/iou=0.691972 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8463,epoch=273,loss=0.499356 loss_rec=0.499356 loss_eq=0.000000 acc/pixel_acc=0.868326 acc/mean_pixel_acc=0.776506 acc/iou=0.682596 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8494,epoch=274,loss=0.463484 loss_rec=0.463484 loss_eq=0.000000 acc/pixel_acc=0.869073 acc/mean_pixel_acc=0.774818 acc/iou=0.674608 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=8500,epoch=275,loss=0.166189 loss_rec=0.156612 loss_eq=0.191536 acc/pixel_acc=0.945195 acc/mean_pixel_acc=0.926169 acc/iou=0.868904
val,step=8525,epoch=275,loss=0.460247 loss_rec=0.460247 loss_eq=0.000000 acc/pixel_acc=0.868351 acc/mean_pixel_acc=0.788683 acc/iou=0.688954 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8556,epoch=276,loss=0.441239 loss_rec=0.441239 loss_eq=0.000000 acc/pixel_acc=0.868388 acc/mean_pixel_acc=0.767783 acc/iou=0.682162 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8587,epoch=277,loss=0.457936 loss_rec=0.457936 loss_eq=0.000000 acc/pixel_acc=0.868344 acc/mean_pixel_acc=0.779728 acc/iou=0.687734 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=8600,epoch=278,loss=0.148890 loss_rec=0.139997 loss_eq=0.177869 acc/pixel_acc=0.945349 acc/mean_pixel_acc=0.925098 acc/iou=0.869012
val,step=8618,epoch=278,loss=0.463205 loss_rec=0.463205 loss_eq=0.000000 acc/pixel_acc=0.864933 acc/mean_pixel_acc=0.785355 acc/iou=0.679924 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8649,epoch=279,loss=0.455319 loss_rec=0.455319 loss_eq=0.000000 acc/pixel_acc=0.865522 acc/mean_pixel_acc=0.793965 acc/iou=0.686475 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8680,epoch=280,loss=0.452387 loss_rec=0.452387 loss_eq=0.000000 acc/pixel_acc=0.867519 acc/mean_pixel_acc=0.783943 acc/iou=0.679554 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=8700,epoch=281,loss=0.233043 loss_rec=0.221121 loss_eq=0.238452 acc/pixel_acc=0.941088 acc/mean_pixel_acc=0.919212 acc/iou=0.857425
val,step=8711,epoch=281,loss=0.746428 loss_rec=0.746428 loss_eq=0.000000 acc/pixel_acc=0.783880 acc/mean_pixel_acc=0.578988 acc/iou=0.467549 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8742,epoch=282,loss=0.593343 loss_rec=0.593343 loss_eq=0.000000 acc/pixel_acc=0.793416 acc/mean_pixel_acc=0.694693 acc/iou=0.528579 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8773,epoch=283,loss=0.505692 loss_rec=0.505692 loss_eq=0.000000 acc/pixel_acc=0.825072 acc/mean_pixel_acc=0.725554 acc/iou=0.591230 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=8800,epoch=284,loss=0.245089 loss_rec=0.237399 loss_eq=0.153796 acc/pixel_acc=0.893407 acc/mean_pixel_acc=0.846655 acc/iou=0.757933
val,step=8804,epoch=284,loss=0.470479 loss_rec=0.470479 loss_eq=0.000000 acc/pixel_acc=0.845054 acc/mean_pixel_acc=0.739853 acc/iou=0.620090 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8835,epoch=285,loss=0.436589 loss_rec=0.436589 loss_eq=0.000000 acc/pixel_acc=0.852836 acc/mean_pixel_acc=0.772844 acc/iou=0.649768 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8866,epoch=286,loss=0.438501 loss_rec=0.438501 loss_eq=0.000000 acc/pixel_acc=0.861326 acc/mean_pixel_acc=0.776559 acc/iou=0.666314 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8897,epoch=287,loss=0.417229 loss_rec=0.417229 loss_eq=0.000000 acc/pixel_acc=0.865501 acc/mean_pixel_acc=0.780531 acc/iou=0.670603 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=8900,epoch=288,loss=0.177079 loss_rec=0.167200 loss_eq=0.197584 acc/pixel_acc=0.938262 acc/mean_pixel_acc=0.920969 acc/iou=0.858752
val,step=8928,epoch=288,loss=0.404496 loss_rec=0.404496 loss_eq=0.000000 acc/pixel_acc=0.867067 acc/mean_pixel_acc=0.785871 acc/iou=0.679895 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8959,epoch=289,loss=0.401505 loss_rec=0.401505 loss_eq=0.000000 acc/pixel_acc=0.867518 acc/mean_pixel_acc=0.783642 acc/iou=0.676714 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=8990,epoch=290,loss=0.410497 loss_rec=0.410497 loss_eq=0.000000 acc/pixel_acc=0.867593 acc/mean_pixel_acc=0.784345 acc/iou=0.674398 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=9000,epoch=291,loss=0.174084 loss_rec=0.164287 loss_eq=0.195932 acc/pixel_acc=0.944944 acc/mean_pixel_acc=0.927681 acc/iou=0.870745
val,step=9021,epoch=291,loss=0.408523 loss_rec=0.408523 loss_eq=0.000000 acc/pixel_acc=0.869191 acc/mean_pixel_acc=0.784768 acc/iou=0.678851 best_acc/pixel_acc=0.869230 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9052,epoch=292,loss=0.420532 loss_rec=0.420532 loss_eq=0.000000 acc/pixel_acc=0.869261 acc/mean_pixel_acc=0.787342 acc/iou=0.681540 best_acc/pixel_acc=0.869261 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9083,epoch=293,loss=0.423126 loss_rec=0.423126 loss_eq=0.000000 acc/pixel_acc=0.868203 acc/mean_pixel_acc=0.789616 acc/iou=0.679387 best_acc/pixel_acc=0.869261 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=9100,epoch=294,loss=0.152683 loss_rec=0.143302 loss_eq=0.187619 acc/pixel_acc=0.946500 acc/mean_pixel_acc=0.930303 acc/iou=0.874167
val,step=9114,epoch=294,loss=0.421900 loss_rec=0.421900 loss_eq=0.000000 acc/pixel_acc=0.868702 acc/mean_pixel_acc=0.785436 acc/iou=0.679186 best_acc/pixel_acc=0.869261 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9145,epoch=295,loss=0.412055 loss_rec=0.412055 loss_eq=0.000000 acc/pixel_acc=0.870265 acc/mean_pixel_acc=0.784822 acc/iou=0.681789 best_acc/pixel_acc=0.870265 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9176,epoch=296,loss=0.420087 loss_rec=0.420087 loss_eq=0.000000 acc/pixel_acc=0.870158 acc/mean_pixel_acc=0.782207 acc/iou=0.678824 best_acc/pixel_acc=0.870265 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=9200,epoch=297,loss=0.189304 loss_rec=0.178616 loss_eq=0.213777 acc/pixel_acc=0.947008 acc/mean_pixel_acc=0.932794 acc/iou=0.877641
val,step=9207,epoch=297,loss=0.429417 loss_rec=0.429417 loss_eq=0.000000 acc/pixel_acc=0.869251 acc/mean_pixel_acc=0.789648 acc/iou=0.683312 best_acc/pixel_acc=0.870265 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9238,epoch=298,loss=0.436290 loss_rec=0.436290 loss_eq=0.000000 acc/pixel_acc=0.869160 acc/mean_pixel_acc=0.786837 acc/iou=0.683021 best_acc/pixel_acc=0.870265 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9269,epoch=299,loss=0.452240 loss_rec=0.452240 loss_eq=0.000000 acc/pixel_acc=0.868854 acc/mean_pixel_acc=0.780925 acc/iou=0.678037 best_acc/pixel_acc=0.870265 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=9300,epoch=300,loss=0.145511 loss_rec=0.136255 loss_eq=0.185124 acc/pixel_acc=0.946380 acc/mean_pixel_acc=0.930939 acc/iou=0.875830
val,step=9300,epoch=300,loss=0.430824 loss_rec=0.430824 loss_eq=0.000000 acc/pixel_acc=0.871404 acc/mean_pixel_acc=0.789525 acc/iou=0.688449 best_acc/pixel_acc=0.871404 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9331,epoch=301,loss=0.444132 loss_rec=0.444132 loss_eq=0.000000 acc/pixel_acc=0.870063 acc/mean_pixel_acc=0.782209 acc/iou=0.678617 best_acc/pixel_acc=0.871404 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9362,epoch=302,loss=0.414003 loss_rec=0.414003 loss_eq=0.000000 acc/pixel_acc=0.872804 acc/mean_pixel_acc=0.776523 acc/iou=0.678771 best_acc/pixel_acc=0.872804 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9393,epoch=303,loss=0.425735 loss_rec=0.425735 loss_eq=0.000000 acc/pixel_acc=0.871081 acc/mean_pixel_acc=0.771664 acc/iou=0.676497 best_acc/pixel_acc=0.872804 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=9400,epoch=304,loss=0.165096 loss_rec=0.154863 loss_eq=0.204672 acc/pixel_acc=0.948247 acc/mean_pixel_acc=0.933410 acc/iou=0.876708
val,step=9424,epoch=304,loss=0.415939 loss_rec=0.415939 loss_eq=0.000000 acc/pixel_acc=0.872665 acc/mean_pixel_acc=0.778128 acc/iou=0.680480 best_acc/pixel_acc=0.872804 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9455,epoch=305,loss=0.433677 loss_rec=0.433677 loss_eq=0.000000 acc/pixel_acc=0.872723 acc/mean_pixel_acc=0.794002 acc/iou=0.690558 best_acc/pixel_acc=0.872804 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9486,epoch=306,loss=0.443684 loss_rec=0.443684 loss_eq=0.000000 acc/pixel_acc=0.871928 acc/mean_pixel_acc=0.791687 acc/iou=0.692732 best_acc/pixel_acc=0.872804 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=9500,epoch=307,loss=0.140982 loss_rec=0.131649 loss_eq=0.186664 acc/pixel_acc=0.949023 acc/mean_pixel_acc=0.932856 acc/iou=0.878545
val,step=9517,epoch=307,loss=0.429111 loss_rec=0.429111 loss_eq=0.000000 acc/pixel_acc=0.871177 acc/mean_pixel_acc=0.789981 acc/iou=0.690368 best_acc/pixel_acc=0.872804 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9548,epoch=308,loss=0.443150 loss_rec=0.443150 loss_eq=0.000000 acc/pixel_acc=0.871087 acc/mean_pixel_acc=0.783360 acc/iou=0.685116 best_acc/pixel_acc=0.872804 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9579,epoch=309,loss=0.435542 loss_rec=0.435542 loss_eq=0.000000 acc/pixel_acc=0.872944 acc/mean_pixel_acc=0.789610 acc/iou=0.691125 best_acc/pixel_acc=0.872944 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=9600,epoch=310,loss=0.154099 loss_rec=0.144427 loss_eq=0.193432 acc/pixel_acc=0.948367 acc/mean_pixel_acc=0.933292 acc/iou=0.878686
val,step=9610,epoch=310,loss=0.457290 loss_rec=0.457290 loss_eq=0.000000 acc/pixel_acc=0.868845 acc/mean_pixel_acc=0.788610 acc/iou=0.686805 best_acc/pixel_acc=0.872944 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9641,epoch=311,loss=0.420938 loss_rec=0.420938 loss_eq=0.000000 acc/pixel_acc=0.869057 acc/mean_pixel_acc=0.780961 acc/iou=0.679481 best_acc/pixel_acc=0.872944 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9672,epoch=312,loss=0.425237 loss_rec=0.425237 loss_eq=0.000000 acc/pixel_acc=0.868957 acc/mean_pixel_acc=0.778596 acc/iou=0.673628 best_acc/pixel_acc=0.872944 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
train,step=9700,epoch=313,loss=0.133701 loss_rec=0.125677 loss_eq=0.160470 acc/pixel_acc=0.947075 acc/mean_pixel_acc=0.932533 acc/iou=0.877568
val,step=9703,epoch=313,loss=0.426976 loss_rec=0.426976 loss_eq=0.000000 acc/pixel_acc=0.869923 acc/mean_pixel_acc=0.780781 acc/iou=0.683485 best_acc/pixel_acc=0.872944 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9734,epoch=314,loss=0.439419 loss_rec=0.439419 loss_eq=0.000000 acc/pixel_acc=0.872921 acc/mean_pixel_acc=0.791339 acc/iou=0.690149 best_acc/pixel_acc=0.872944 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9765,epoch=315,loss=0.466453 loss_rec=0.466453 loss_eq=0.000000 acc/pixel_acc=0.868921 acc/mean_pixel_acc=0.792428 acc/iou=0.685283 best_acc/pixel_acc=0.872944 best_acc/mean_pixel_acc=0.796681 best_acc/iou=0.694823
val,step=9796,epoch=316,loss=0.455676 loss_rec=0.455676 loss_eq=0.000000 acc/pixel_acc=0.870349 acc/mean_pixel_acc=0.796810 acc/iou=0.686716 best_acc/pixel_acc=0.872944 best_acc/mean_pixel_acc=0.796810 best_acc/iou=0.694823
train,step=9800,epoch=317,loss=0.149779 loss_rec=0.140628 loss_eq=0.183020 acc/pixel_acc=0.945552 acc/mean_pixel_acc=0.936238 acc/iou=0.876508
val,step=9827,epoch=317,loss=0.439131 loss_rec=0.439131 loss_eq=0.000000 acc/pixel_acc=0.873739 acc/mean_pixel_acc=0.801349 acc/iou=0.696944 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.801349 best_acc/iou=0.696944
val,step=9858,epoch=318,loss=0.426274 loss_rec=0.426274 loss_eq=0.000000 acc/pixel_acc=0.869674 acc/mean_pixel_acc=0.788625 acc/iou=0.679386 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.801349 best_acc/iou=0.696944
val,step=9889,epoch=319,loss=0.416061 loss_rec=0.416061 loss_eq=0.000000 acc/pixel_acc=0.870945 acc/mean_pixel_acc=0.785396 acc/iou=0.685568 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.801349 best_acc/iou=0.696944
train,step=9900,epoch=320,loss=0.151474 loss_rec=0.142398 loss_eq=0.181523 acc/pixel_acc=0.948042 acc/mean_pixel_acc=0.932319 acc/iou=0.876132
val,step=9920,epoch=320,loss=0.434210 loss_rec=0.434210 loss_eq=0.000000 acc/pixel_acc=0.870266 acc/mean_pixel_acc=0.792114 acc/iou=0.696381 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.801349 best_acc/iou=0.696944
val,step=9951,epoch=321,loss=0.440147 loss_rec=0.440147 loss_eq=0.000000 acc/pixel_acc=0.872863 acc/mean_pixel_acc=0.798158 acc/iou=0.699548 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.801349 best_acc/iou=0.699548
val,step=9982,epoch=322,loss=0.450678 loss_rec=0.450678 loss_eq=0.000000 acc/pixel_acc=0.872712 acc/mean_pixel_acc=0.797685 acc/iou=0.693019 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.801349 best_acc/iou=0.699548
train,step=10000,epoch=323,loss=0.160401 loss_rec=0.151721 loss_eq=0.173604 acc/pixel_acc=0.949098 acc/mean_pixel_acc=0.933105 acc/iou=0.879009
val,step=10013,epoch=323,loss=0.453666 loss_rec=0.453666 loss_eq=0.000000 acc/pixel_acc=0.873348 acc/mean_pixel_acc=0.796344 acc/iou=0.698506 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.801349 best_acc/iou=0.699548
val,step=10044,epoch=324,loss=0.427413 loss_rec=0.427413 loss_eq=0.000000 acc/pixel_acc=0.872431 acc/mean_pixel_acc=0.792009 acc/iou=0.694001 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.801349 best_acc/iou=0.699548
val,step=10075,epoch=325,loss=0.438974 loss_rec=0.438974 loss_eq=0.000000 acc/pixel_acc=0.872009 acc/mean_pixel_acc=0.805161 acc/iou=0.698427 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
train,step=10100,epoch=326,loss=0.156879 loss_rec=0.147344 loss_eq=0.190710 acc/pixel_acc=0.948858 acc/mean_pixel_acc=0.933539 acc/iou=0.880505
val,step=10106,epoch=326,loss=0.465859 loss_rec=0.465859 loss_eq=0.000000 acc/pixel_acc=0.870388 acc/mean_pixel_acc=0.792943 acc/iou=0.694375 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
val,step=10137,epoch=327,loss=0.462417 loss_rec=0.462417 loss_eq=0.000000 acc/pixel_acc=0.870253 acc/mean_pixel_acc=0.789272 acc/iou=0.692602 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
val,step=10168,epoch=328,loss=0.459967 loss_rec=0.459967 loss_eq=0.000000 acc/pixel_acc=0.872723 acc/mean_pixel_acc=0.794882 acc/iou=0.697460 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
val,step=10199,epoch=329,loss=0.460371 loss_rec=0.460371 loss_eq=0.000000 acc/pixel_acc=0.871376 acc/mean_pixel_acc=0.795626 acc/iou=0.688855 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
train,step=10200,epoch=330,loss=0.151438 loss_rec=0.141366 loss_eq=0.201427 acc/pixel_acc=0.948563 acc/mean_pixel_acc=0.861694 acc/iou=0.812078
val,step=10230,epoch=330,loss=0.455673 loss_rec=0.455673 loss_eq=0.000000 acc/pixel_acc=0.867008 acc/mean_pixel_acc=0.783545 acc/iou=0.682790 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
val,step=10261,epoch=331,loss=0.443738 loss_rec=0.443738 loss_eq=0.000000 acc/pixel_acc=0.868743 acc/mean_pixel_acc=0.786455 acc/iou=0.683968 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
val,step=10292,epoch=332,loss=0.433292 loss_rec=0.433292 loss_eq=0.000000 acc/pixel_acc=0.868171 acc/mean_pixel_acc=0.790998 acc/iou=0.684795 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
train,step=10300,epoch=333,loss=0.145986 loss_rec=0.138390 loss_eq=0.151920 acc/pixel_acc=0.948421 acc/mean_pixel_acc=0.929826 acc/iou=0.877481
val,step=10323,epoch=333,loss=0.460093 loss_rec=0.460093 loss_eq=0.000000 acc/pixel_acc=0.867138 acc/mean_pixel_acc=0.775295 acc/iou=0.677538 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
val,step=10354,epoch=334,loss=0.459951 loss_rec=0.459951 loss_eq=0.000000 acc/pixel_acc=0.868335 acc/mean_pixel_acc=0.780299 acc/iou=0.676619 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
val,step=10385,epoch=335,loss=0.436087 loss_rec=0.436087 loss_eq=0.000000 acc/pixel_acc=0.869377 acc/mean_pixel_acc=0.789937 acc/iou=0.682722 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.805161 best_acc/iou=0.699548
train,step=10400,epoch=336,loss=0.160954 loss_rec=0.151601 loss_eq=0.187072 acc/pixel_acc=0.948499 acc/mean_pixel_acc=0.931679 acc/iou=0.877388
val,step=10416,epoch=336,loss=0.436597 loss_rec=0.436597 loss_eq=0.000000 acc/pixel_acc=0.873739 acc/mean_pixel_acc=0.810657 acc/iou=0.700845 best_acc/pixel_acc=0.873739 best_acc/mean_pixel_acc=0.810657 best_acc/iou=0.700845
